Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Accident_History,Fuel_Efficiency,Need_Maintenance,Warranty_Status,Days_To_Expiry,Age_Group,Service_Month
Suv,70361,Average,5,8,Diesel,43498,2023-05-22,2024-05-23,Third,0,13.342836376633327,1,Expired,-668,5-8 yrs,2023-05
Suv,37311,Good,0,4,Electric,15776,2023-09-05,2025-09-27,Third,2,14.852920702474243,0,Expired,-176,3-5 yrs,2023-09
Truck,63695,Average,5,9,Diesel,34644,2023-05-06,2024-07-24,First,1,12.226711889398317,1,Expired,-606,Over 8 yrs,2023-05
Motorcycle,47776,Good,3,4,Diesel,131639,2024-01-30,2024-11-18,Second,1,13.239350610908224,0,Expired,-489,3-5 yrs,2024-01
Van,61172,Average,5,4,Diesel,40495,2023-04-04,2026-03-20,First,2,16.88254118194262,1,Expired,-2,3-5 yrs,2023-04
Truck,74718,Good,5,6,Petrol,110307,2023-05-20,2025-09-14,First,0,11.993587342856832,1,Expired,-189,5-8 yrs,2023-05
Van,32721,Average,1,9,Petrol,143604,2023-09-29,2025-01-29,First,3,15.815794885352537,1,Expired,-417,Over 8 yrs,2023-09
Motorcycle,30245,Poor,1,7,Diesel,115066,2023-08-26,2025-10-25,Second,0,19.165466162904295,1,Expired,-148,5-8 yrs,2023-08
Bus,34464,Good,3,8,Electric,107675,2023-12-09,2024-12-27,Third,1,12.049586617864172,1,Expired,-450,5-8 yrs,2023-12
Car,72424,Good,3,2,Diesel,65604,2024-02-19,2024-06-26,Second,2,11.169062261908092,1,Expired,-634,1-2 yrs,2024-02
Van,66063,Poor,1,6,Petrol,124310,2023-06-07,2026-03-21,Second,0,17.027976464292244,0,Expired,-1,5-8 yrs,2023-06
Suv,77182,Good,0,2,Electric,100173,2024-02-03,2024-08-05,Third,2,16.358573188432747,1,Expired,-594,1-2 yrs,2024-02
Van,75658,Good,2,4,Electric,121959,2023-09-23,2025-04-02,Second,3,11.753349114941717,0,Expired,-354,3-5 yrs,2023-09
Bus,44099,Good,5,5,Electric,72822,2023-09-09,2025-10-20,Second,1,17.677885450592314,1,Expired,-153,3-5 yrs,2023-09
Suv,71224,Average,1,2,Petrol,48263,2023-12-31,2025-03-01,Second,1,14.100631209251125,1,Expired,-386,1-2 yrs,2023-12
Motorcycle,64847,Average,2,10,Electric,109214,2023-06-15,2024-10-02,First,3,18.88311162641648,1,Expired,-536,Over 8 yrs,2023-06
Suv,63239,Good,1,3,Petrol,130731,2023-06-28,2025-01-06,Third,2,18.77421964999849,1,Expired,-440,2-3 yrs,2023-06
Suv,31244,Good,3,3,Electric,110468,2023-11-18,2024-05-06,Third,2,13.509242314623446,0,Expired,-685,2-3 yrs,2023-11
Truck,73279,Average,2,4,Electric,16215,2023-06-17,2025-02-11,Third,3,13.71245601280754,1,Expired,-404,3-5 yrs,2023-06
Bus,58664,Poor,4,2,Diesel,107256,2024-02-11,2024-11-16,First,0,13.566353528201772,1,Expired,-491,1-2 yrs,2024-02
Bus,57069,Average,3,10,Electric,47759,2023-06-19,2025-07-04,First,2,13.03251828451127,1,Expired,-261,Over 8 yrs,2023-06
Car,40884,Poor,1,6,Diesel,129691,2023-11-01,2025-09-21,Third,1,19.138440539981815,1,Expired,-182,5-8 yrs,2023-11
Truck,51473,Poor,3,7,Petrol,78678,2023-11-04,2025-07-12,First,1,16.37013721888579,1,Expired,-253,5-8 yrs,2023-11
Motorcycle,71168,Poor,4,1,Electric,83032,2023-05-22,2024-12-14,Third,2,18.1035576281055,1,Expired,-463,Under 1 yr,2023-05
Bus,48301,Average,0,5,Electric,56193,2023-11-05,2024-10-28,Third,3,13.601638155477564,0,Expired,-510,3-5 yrs,2023-11
Motorcycle,61224,Poor,0,2,Electric,120418,2023-04-09,2024-08-11,Second,2,16.750948787685747,0,Expired,-588,1-2 yrs,2023-04
Bus,72098,Average,5,4,Petrol,79015,2024-01-14,2024-12-12,Second,2,18.545293700960833,1,Expired,-465,3-5 yrs,2024-01
Bus,77187,Good,1,8,Electric,130873,2023-05-22,2025-03-17,Second,0,11.169394435743175,0,Expired,-370,5-8 yrs,2023-05
Car,35007,Poor,4,9,Petrol,101980,2024-01-31,2024-06-29,First,3,10.085512164576668,1,Expired,-631,Over 8 yrs,2024-01
Motorcycle,65930,Good,1,1,Petrol,3740,2023-11-23,2026-03-25,First,3,17.202515545180432,0,Active,3,Under 1 yr,2023-11
Suv,33142,Average,2,3,Diesel,19135,2023-12-20,2025-12-25,Third,3,15.060777373308015,0,Expired,-87,2-3 yrs,2023-12
Suv,34306,Poor,5,4,Petrol,85107,2023-11-17,2026-03-29,Third,3,13.01571590349242,1,Active,7,3-5 yrs,2023-11
Car,67294,Good,0,6,Electric,139955,2023-06-24,2025-04-30,Second,2,19.425590140788746,1,Expired,-326,5-8 yrs,2023-06
Motorcycle,47590,Good,3,5,Diesel,94461,2023-04-20,2024-12-28,Second,2,17.04251330920396,0,Expired,-449,3-5 yrs,2023-04
Van,75121,Average,5,9,Diesel,22976,2023-08-25,2024-06-07,Third,2,14.669447261589696,1,Expired,-653,Over 8 yrs,2023-08
Car,60675,Good,1,1,Electric,101451,2023-10-14,2025-10-14,Third,0,14.191532132085934,0,Expired,-159,Under 1 yr,2023-10
Suv,40309,Average,4,6,Petrol,140949,2024-02-20,2024-10-16,Second,2,10.420073685329152,1,Expired,-522,5-8 yrs,2024-02
Bus,38735,Good,3,8,Electric,58935,2023-05-10,2024-05-04,First,1,13.044395429119136,0,Expired,-687,5-8 yrs,2023-05
Bus,38685,Average,3,1,Petrol,127975,2023-05-29,2024-11-24,Third,2,10.497029788387415,1,Expired,-483,Under 1 yr,2023-05
Motorcycle,78428,Good,0,1,Petrol,123425,2023-05-10,2024-10-15,First,0,15.426110382681289,0,Expired,-523,Under 1 yr,2023-05
Truck,67333,Good,3,2,Electric,50660,2023-04-30,2025-07-20,Second,3,11.242830689553866,1,Expired,-245,1-2 yrs,2023-04
Suv,48961,Average,4,7,Electric,9158,2023-06-06,2026-02-12,Second,3,18.538302005732582,1,Expired,-38,5-8 yrs,2023-06
Truck,52203,Good,4,1,Petrol,50919,2023-08-02,2024-11-16,Third,0,17.59103454898988,1,Expired,-491,Under 1 yr,2023-08
Motorcycle,39087,Good,1,1,Electric,132606,2024-02-13,2025-08-18,Third,3,10.329556894569915,0,Expired,-216,Under 1 yr,2024-02
Bus,60924,Good,1,10,Electric,30400,2023-08-12,2024-09-30,Third,3,12.453048116438588,0,Expired,-538,Over 8 yrs,2023-08
Motorcycle,63518,Poor,3,8,Petrol,83701,2024-01-14,2025-02-11,Third,2,11.344556488826251,1,Expired,-404,5-8 yrs,2024-01
Van,30887,Poor,0,2,Petrol,60740,2023-06-05,2025-06-03,First,1,15.376084419476191,0,Expired,-292,1-2 yrs,2023-06
Bus,76527,Average,5,5,Diesel,48534,2024-02-14,2025-01-28,First,1,14.204854759565492,1,Expired,-418,3-5 yrs,2024-02
Truck,45788,Good,2,8,Electric,111959,2023-11-06,2024-05-01,Third,0,18.29788252396378,0,Expired,-690,5-8 yrs,2023-11
Suv,60952,Poor,3,5,Diesel,114907,2024-02-19,2025-12-09,Third,0,17.014694247993084,1,Expired,-103,3-5 yrs,2024-02
Motorcycle,75476,Average,1,8,Electric,107117,2023-05-01,2025-07-03,Third,2,16.01045661490476,1,Expired,-262,5-8 yrs,2023-05
Truck,36039,Average,0,1,Diesel,64540,2023-06-03,2025-04-07,First,1,12.099621590652925,1,Expired,-349,Under 1 yr,2023-06
Truck,33408,Average,4,8,Electric,90217,2023-07-07,2024-12-21,Third,2,13.171129239027678,1,Expired,-456,5-8 yrs,2023-07
Bus,69110,Poor,0,8,Electric,145442,2023-04-13,2024-11-11,Second,2,14.188591617307615,0,Expired,-496,5-8 yrs,2023-04
Van,61649,Poor,2,10,Electric,1611,2023-08-27,2025-07-31,Second,2,18.824361147456067,1,Expired,-234,Over 8 yrs,2023-08
Suv,60883,Poor,2,2,Diesel,121537,2023-12-20,2024-10-07,Third,0,14.272968851713562,1,Expired,-531,1-2 yrs,2023-12
Truck,56560,Average,2,4,Electric,65745,2023-08-20,2025-12-15,Second,0,19.07301398346995,1,Expired,-97,3-5 yrs,2023-08
Suv,53651,Average,1,8,Diesel,39316,2023-09-11,2024-12-28,First,1,15.77386995014414,0,Expired,-449,5-8 yrs,2023-09
Suv,34122,Average,0,9,Electric,113274,2023-04-19,2024-05-27,Third,2,13.931478215257984,0,Expired,-664,Over 8 yrs,2023-04
Car,41785,Good,5,10,Diesel,17850,2023-08-17,2025-07-26,Third,1,16.78222477567303,1,Expired,-239,Over 8 yrs,2023-08
Motorcycle,47520,Good,1,3,Diesel,102972,2023-10-05,2025-04-22,Second,3,19.301461749282097,0,Expired,-334,2-3 yrs,2023-10
Motorcycle,56801,Poor,1,1,Petrol,102798,2023-08-21,2026-01-30,Third,1,13.785654208721397,1,Expired,-51,Under 1 yr,2023-08
Car,64632,Poor,4,2,Petrol,112452,2023-11-12,2025-05-28,Third,0,14.724895360330832,1,Expired,-298,1-2 yrs,2023-11
Car,63739,Good,2,8,Petrol,125737,2024-01-29,2025-05-17,Third,3,18.081325550865024,1,Expired,-309,5-8 yrs,2024-01
Motorcycle,66260,Average,2,6,Petrol,137139,2023-09-15,2025-03-01,Second,1,14.953092526471623,1,Expired,-386,5-8 yrs,2023-09
Car,43407,Average,3,1,Electric,31824,2023-12-29,2025-08-19,First,1,11.236011339655184,1,Expired,-215,Under 1 yr,2023-12
Van,55048,Good,0,10,Diesel,54022,2024-02-02,2025-01-06,Second,3,19.223048501231144,0,Expired,-440,Over 8 yrs,2024-02
Bus,40283,Good,3,2,Electric,7130,2023-04-12,2025-10-05,Third,3,12.581580084544305,1,Expired,-168,1-2 yrs,2023-04
Suv,66879,Poor,0,2,Petrol,40735,2023-12-06,2025-02-02,First,3,14.64548764620752,1,Expired,-413,1-2 yrs,2023-12
Truck,52637,Average,0,6,Petrol,45689,2023-12-17,2024-07-31,Second,1,17.215410330982632,0,Expired,-599,5-8 yrs,2023-12
Motorcycle,46419,Good,3,8,Diesel,50878,2023-03-30,2024-11-10,Second,2,10.353790246192236,0,Expired,-497,5-8 yrs,2023-03
Bus,44119,Average,0,6,Electric,123173,2023-11-23,2025-11-14,First,1,14.537914880402363,1,Expired,-128,5-8 yrs,2023-11
Car,53419,Poor,1,8,Petrol,53318,2023-05-17,2025-11-15,Second,1,15.37949739873476,1,Expired,-127,5-8 yrs,2023-05
Car,38663,Poor,1,1,Diesel,84404,2023-12-20,2024-10-04,Second,2,15.282118048338493,0,Expired,-534,Under 1 yr,2023-12
Bus,74180,Good,1,6,Electric,144634,2023-06-07,2025-11-07,Third,0,13.216189688011552,1,Expired,-135,5-8 yrs,2023-06
Van,65913,Poor,5,9,Electric,70473,2023-11-30,2026-02-06,First,0,10.696034258553876,1,Expired,-44,Over 8 yrs,2023-11
Car,57716,Average,5,9,Electric,52394,2024-01-31,2025-12-26,Second,3,10.600844217866529,1,Expired,-86,Over 8 yrs,2024-01
Motorcycle,59290,Poor,2,2,Petrol,35727,2023-08-05,2024-06-28,First,0,12.928138504963734,1,Expired,-632,1-2 yrs,2023-08
Bus,75435,Average,4,8,Diesel,73325,2023-06-20,2024-07-28,Third,2,10.29244072512443,1,Expired,-602,5-8 yrs,2023-06
Car,32189,Good,1,3,Diesel,81444,2023-07-18,2025-09-06,Second,3,12.934617274718187,1,Expired,-197,2-3 yrs,2023-07
Bus,78842,Poor,0,7,Electric,56732,2023-04-10,2026-01-19,Second,0,14.866657332435649,1,Expired,-62,5-8 yrs,2023-04
Truck,75462,Poor,4,4,Electric,2194,2023-06-28,2025-09-06,Second,2,17.31767925420741,1,Expired,-197,3-5 yrs,2023-06
Suv,53706,Poor,1,3,Diesel,46127,2024-01-16,2025-04-12,First,0,17.250248928041856,1,Expired,-344,2-3 yrs,2024-01
Bus,73518,Good,1,3,Diesel,15245,2023-10-17,2024-07-22,First,1,15.89519886439535,1,Expired,-608,2-3 yrs,2023-10
Car,72324,Average,5,9,Petrol,94582,2023-06-20,2026-02-13,Third,1,13.02302037145896,1,Expired,-37,Over 8 yrs,2023-06
Motorcycle,69941,Average,3,8,Petrol,129308,2024-01-03,2024-12-12,First,2,10.542954991278862,1,Expired,-465,5-8 yrs,2024-01
Van,76433,Good,4,3,Diesel,1593,2023-08-05,2024-06-24,Third,1,14.406940163961153,1,Expired,-636,2-3 yrs,2023-08
Van,65024,Good,5,2,Diesel,128340,2023-04-26,2024-10-18,Third,3,13.425045251293342,1,Expired,-520,1-2 yrs,2023-04
Motorcycle,33241,Average,4,3,Petrol,147959,2023-06-15,2025-06-01,Third,1,14.138354917900973,1,Expired,-294,2-3 yrs,2023-06
Bus,74501,Average,0,1,Diesel,62483,2024-02-27,2024-07-08,Second,0,19.45996842546125,1,Expired,-622,Under 1 yr,2024-02
Car,56472,Poor,3,10,Electric,122826,2023-05-25,2025-10-02,Second,3,19.811304985397108,1,Expired,-171,Over 8 yrs,2023-05
Car,72621,Poor,3,1,Electric,68227,2023-05-31,2024-06-30,Second,3,18.168451011710783,1,Expired,-630,Under 1 yr,2023-05
Motorcycle,46755,Poor,0,5,Petrol,49601,2023-03-30,2025-03-14,Second,0,13.87884856554742,0,Expired,-373,3-5 yrs,2023-03
Van,77684,Good,1,6,Diesel,96566,2023-11-22,2024-11-07,Third,3,10.671028349411126,1,Expired,-500,5-8 yrs,2023-11
Car,34886,Good,3,8,Diesel,72977,2023-08-30,2025-08-25,Third,1,10.873641516316171,0,Expired,-209,5-8 yrs,2023-08
Suv,40417,Average,4,9,Petrol,134871,2023-10-08,2026-03-29,First,3,15.867470026993878,1,Active,7,Over 8 yrs,2023-10
Van,39231,Average,5,4,Diesel,143725,2023-04-20,2025-12-28,Second,0,17.233275050749683,1,Expired,-84,3-5 yrs,2023-04
Suv,46382,Poor,0,10,Petrol,49378,2023-05-14,2025-12-02,First,3,11.014948930127291,1,Expired,-110,Over 8 yrs,2023-05
Suv,52916,Poor,1,4,Electric,106120,2023-12-07,2024-09-09,Second,0,14.922875624619008,1,Expired,-559,3-5 yrs,2023-12
Truck,68671,Poor,5,9,Electric,103163,2023-10-01,2026-02-12,Second,1,14.97528833558523,1,Expired,-38,Over 8 yrs,2023-10
Van,39989,Good,1,6,Diesel,34069,2023-08-06,2025-02-11,Second,3,12.83860113853916,1,Expired,-404,5-8 yrs,2023-08
Suv,59255,Good,4,7,Electric,7807,2023-07-25,2025-03-31,First,3,17.455423011630387,1,Expired,-356,5-8 yrs,2023-07
Car,47676,Average,1,1,Petrol,31884,2023-08-19,2025-08-28,Third,3,18.912066458698188,0,Expired,-206,Under 1 yr,2023-08
Car,47402,Poor,1,3,Electric,119317,2023-05-29,2026-01-09,Third,3,14.625705946139211,0,Expired,-72,2-3 yrs,2023-05
Van,63569,Poor,3,8,Petrol,15114,2023-11-09,2024-11-26,Third,1,15.328537831443322,1,Expired,-481,5-8 yrs,2023-11
Motorcycle,35074,Average,5,6,Electric,2162,2024-01-14,2024-06-12,First,2,11.247451626147342,1,Expired,-648,5-8 yrs,2024-01
Suv,46799,Average,0,4,Electric,75163,2023-09-04,2024-11-28,First,0,13.492181295404734,1,Expired,-479,3-5 yrs,2023-09
Car,66218,Average,4,3,Diesel,50709,2023-12-17,2025-06-04,First,0,12.169481993783998,1,Expired,-291,2-3 yrs,2023-12
Motorcycle,70691,Average,2,7,Electric,16042,2023-10-30,2025-08-24,Third,1,11.01884495556522,1,Expired,-210,5-8 yrs,2023-10
Suv,63308,Poor,5,5,Petrol,108738,2023-05-05,2025-03-10,Second,0,11.942010951682706,1,Expired,-377,3-5 yrs,2023-05
Car,70533,Poor,0,3,Petrol,30520,2023-10-20,2024-09-01,First,3,19.39273267210921,1,Expired,-567,2-3 yrs,2023-10
Car,59700,Average,0,1,Diesel,91828,2023-08-09,2025-08-16,First,1,12.901947753752284,0,Expired,-218,Under 1 yr,2023-08
Bus,35956,Poor,0,2,Electric,146660,2023-11-06,2025-12-09,Second,1,15.171129535079078,1,Expired,-103,1-2 yrs,2023-11
Bus,41353,Average,1,10,Electric,49977,2024-01-29,2025-05-04,Second,0,11.665391502333607,0,Expired,-322,Over 8 yrs,2024-01
Bus,64896,Average,5,2,Petrol,98002,2023-04-14,2025-12-07,First,3,16.15731717420333,1,Expired,-105,1-2 yrs,2023-04
Bus,42607,Average,1,9,Petrol,70440,2024-02-02,2024-11-15,Third,0,11.576904001185788,1,Expired,-492,Over 8 yrs,2024-02
Motorcycle,47129,Average,4,8,Electric,94025,2023-08-10,2024-11-21,Second,1,14.375744081778562,1,Expired,-486,5-8 yrs,2023-08
Van,45283,Average,0,1,Electric,7813,2023-07-02,2024-05-03,Second,1,15.546090843386075,1,Expired,-688,Under 1 yr,2023-07
Suv,62663,Good,2,6,Petrol,77956,2023-08-25,2025-01-24,Second,3,10.068241719214305,1,Expired,-422,5-8 yrs,2023-08
Car,42520,Poor,2,1,Petrol,50518,2023-07-06,2025-02-10,Second,1,19.216750630997417,1,Expired,-405,Under 1 yr,2023-07
Van,53050,Average,2,5,Electric,133284,2023-04-25,2025-11-16,First,3,12.23785265527689,0,Expired,-126,3-5 yrs,2023-04
Motorcycle,70523,Poor,3,9,Electric,120381,2023-06-19,2025-03-13,Third,1,12.51652541684378,1,Expired,-374,Over 8 yrs,2023-06
Suv,45630,Poor,0,3,Diesel,130035,2024-02-27,2025-02-26,First,0,11.96203311327609,0,Expired,-389,2-3 yrs,2024-02
Bus,65237,Average,1,6,Electric,108559,2023-06-11,2024-12-03,First,2,12.867728919052864,0,Expired,-474,5-8 yrs,2023-06
Car,69501,Average,5,2,Diesel,78440,2024-01-12,2024-10-03,First,0,18.110210144984546,1,Expired,-535,1-2 yrs,2024-01
Motorcycle,78260,Average,5,7,Diesel,77354,2023-10-31,2025-12-20,Third,2,18.57988618488548,1,Expired,-92,5-8 yrs,2023-10
Motorcycle,49785,Good,5,1,Diesel,101169,2023-04-11,2024-06-13,Second,1,12.737709089046731,1,Expired,-647,Under 1 yr,2023-04
Truck,31817,Good,1,1,Diesel,18344,2023-10-18,2025-02-24,First,0,10.795091093636175,0,Expired,-391,Under 1 yr,2023-10
Van,60495,Average,3,4,Diesel,131029,2024-01-28,2025-01-29,First,2,16.560004355272426,1,Expired,-417,3-5 yrs,2024-01
Motorcycle,37888,Good,0,1,Diesel,18978,2023-11-11,2024-09-13,Second,2,17.200047180175375,1,Expired,-555,Under 1 yr,2023-11
Suv,35604,Poor,4,4,Petrol,64802,2023-09-30,2024-10-27,First,1,12.402292780375062,1,Expired,-511,3-5 yrs,2023-09
Van,63843,Poor,0,7,Electric,51038,2023-05-18,2025-04-09,Second,3,13.30971696685688,1,Expired,-347,5-8 yrs,2023-05
Van,40747,Average,3,3,Diesel,34602,2024-01-30,2026-01-08,Second,1,10.415488446344138,1,Expired,-73,2-3 yrs,2024-01
Car,66717,Good,5,9,Electric,20030,2023-05-31,2024-09-26,First,1,14.03134069481895,1,Expired,-542,Over 8 yrs,2023-05
Van,32694,Poor,2,4,Diesel,33999,2024-01-15,2026-02-14,Second,2,19.770721641395554,1,Expired,-36,3-5 yrs,2024-01
Van,57315,Average,3,9,Diesel,61603,2023-05-29,2024-09-20,Third,3,13.268865490401703,1,Expired,-548,Over 8 yrs,2023-05
Suv,37611,Good,5,4,Diesel,83114,2023-12-06,2025-07-01,First,3,18.36242229786137,1,Expired,-264,3-5 yrs,2023-12
Car,71945,Average,5,6,Electric,143180,2023-07-27,2025-09-05,Third,0,18.98112883162266,1,Expired,-198,5-8 yrs,2023-07
Van,44659,Good,2,10,Diesel,78207,2023-12-22,2026-03-11,Second,2,17.173635246489052,1,Expired,-11,Over 8 yrs,2023-12
Van,55490,Poor,0,4,Diesel,15541,2023-05-04,2026-01-22,Third,2,15.842633893857688,0,Expired,-59,3-5 yrs,2023-05
Motorcycle,73102,Good,4,8,Diesel,13328,2024-01-16,2025-05-30,Second,1,19.64462715973532,1,Expired,-296,5-8 yrs,2024-01
Van,37528,Average,3,7,Diesel,9249,2023-04-23,2025-06-04,First,3,13.737114068047322,1,Expired,-291,5-8 yrs,2023-04
Truck,67088,Good,1,10,Electric,99083,2024-02-18,2024-11-30,Third,1,17.951952859994705,0,Expired,-477,Over 8 yrs,2024-02
Car,39628,Good,3,10,Diesel,80485,2023-07-03,2025-03-16,First,3,18.671524253741023,1,Expired,-371,Over 8 yrs,2023-07
Van,70761,Poor,0,5,Electric,26471,2023-06-29,2024-10-29,Third,2,11.84466099254216,0,Expired,-509,3-5 yrs,2023-06
Suv,74727,Poor,1,4,Petrol,113071,2024-02-26,2026-03-03,Second,1,14.712829599363742,1,Expired,-19,3-5 yrs,2024-02
Car,76047,Poor,4,5,Electric,8161,2024-01-04,2024-11-18,Third,2,11.961716022233412,1,Expired,-489,3-5 yrs,2024-01
Motorcycle,54530,Average,4,2,Electric,15073,2023-10-01,2025-01-14,First,2,19.27577148952392,1,Expired,-432,1-2 yrs,2023-10
Motorcycle,64459,Poor,0,1,Electric,128165,2023-07-06,2025-12-11,First,0,18.53886048737933,1,Expired,-101,Under 1 yr,2023-07
Van,65839,Poor,5,3,Petrol,58225,2023-12-25,2025-06-22,First,0,17.069726888597756,1,Expired,-273,2-3 yrs,2023-12
Truck,57965,Poor,1,2,Diesel,31198,2023-04-09,2025-02-02,First,3,17.252126832343613,1,Expired,-413,1-2 yrs,2023-04
Van,37945,Average,1,4,Diesel,71685,2023-04-24,2024-09-18,First,1,12.505067499553745,0,Expired,-550,3-5 yrs,2023-04
Truck,76094,Good,2,9,Electric,75479,2023-09-10,2024-11-03,Third,1,11.879635723674795,1,Expired,-504,Over 8 yrs,2023-09
Suv,36807,Poor,3,9,Electric,49566,2024-01-10,2024-05-11,First,3,10.93764749191045,1,Expired,-680,Over 8 yrs,2024-01
Motorcycle,64710,Average,0,2,Electric,23462,2023-09-24,2025-08-06,Second,1,16.999410050894106,0,Expired,-228,1-2 yrs,2023-09
Bus,48045,Poor,5,4,Electric,61468,2023-04-01,2026-01-04,Second,0,13.532374687305166,1,Expired,-77,3-5 yrs,2023-04
Motorcycle,43367,Average,2,3,Diesel,12521,2024-01-02,2024-07-09,Second,1,10.219513755354582,1,Expired,-621,2-3 yrs,2024-01
Motorcycle,57526,Poor,0,9,Electric,36521,2023-04-07,2025-11-21,First,1,11.037839311744102,1,Expired,-121,Over 8 yrs,2023-04
Truck,32983,Good,2,1,Electric,35177,2023-11-20,2025-02-06,Third,3,14.14012046226228,0,Expired,-409,Under 1 yr,2023-11
Car,76700,Good,4,8,Diesel,10996,2024-01-29,2024-09-09,First,3,17.182363450321198,1,Expired,-559,5-8 yrs,2024-01
Truck,31187,Poor,2,4,Petrol,118965,2023-09-05,2024-08-27,Third,2,16.165798068236484,1,Expired,-572,3-5 yrs,2023-09
Van,48183,Poor,5,10,Diesel,38020,2023-07-31,2025-08-29,Second,2,18.771350052742086,1,Expired,-205,Over 8 yrs,2023-07
Motorcycle,47872,Poor,0,8,Petrol,133551,2023-09-25,2025-07-06,Second,3,12.293339589996776,1,Expired,-259,5-8 yrs,2023-09
Van,67210,Good,3,3,Diesel,23532,2024-01-23,2024-12-05,Second,2,19.461672219364782,0,Expired,-472,2-3 yrs,2024-01
Van,77821,Good,5,6,Petrol,19926,2023-06-19,2024-07-30,Second,2,12.254812227270316,1,Expired,-600,5-8 yrs,2023-06
Motorcycle,60482,Poor,3,1,Electric,135521,2023-12-08,2025-02-17,First,2,11.240690839016256,1,Expired,-398,Under 1 yr,2023-12
Bus,77474,Good,3,6,Diesel,39771,2023-04-30,2025-04-26,First,1,13.862063983870687,1,Expired,-330,5-8 yrs,2023-04
Suv,58696,Good,3,7,Petrol,141750,2023-05-20,2025-01-18,Third,1,12.671954880420008,0,Expired,-428,5-8 yrs,2023-05
Motorcycle,34189,Poor,4,3,Electric,32049,2023-08-10,2026-03-14,Second,0,18.30234274132875,1,Expired,-8,2-3 yrs,2023-08
Bus,50302,Good,0,5,Electric,4441,2023-12-11,2024-06-24,Second,3,11.089088651272514,1,Expired,-636,3-5 yrs,2023-12
Suv,59763,Average,5,1,Petrol,139989,2023-11-22,2025-03-28,Second,2,14.793243954776678,1,Expired,-359,Under 1 yr,2023-11
Van,59343,Poor,5,4,Electric,19886,2023-06-15,2026-02-02,Second,0,13.389072179598736,1,Expired,-48,3-5 yrs,2023-06
Bus,46432,Poor,2,4,Petrol,72419,2023-11-21,2024-11-11,First,1,17.7243427985263,1,Expired,-496,3-5 yrs,2023-11
Suv,69717,Average,0,3,Petrol,104932,2023-09-01,2025-03-08,Third,1,19.692414451437575,1,Expired,-379,2-3 yrs,2023-09
Motorcycle,76361,Poor,3,10,Electric,21858,2023-03-31,2024-06-26,First,2,11.042544883447196,1,Expired,-634,Over 8 yrs,2023-03
Suv,75694,Good,4,5,Electric,58951,2023-09-19,2025-06-25,Third,0,17.19540597923127,1,Expired,-270,3-5 yrs,2023-09
Motorcycle,75350,Poor,1,8,Petrol,139948,2023-11-05,2025-02-08,Second,0,15.102024215536666,1,Expired,-407,5-8 yrs,2023-11
Bus,52464,Good,4,10,Diesel,10634,2024-02-21,2024-10-28,Third,1,14.132189444593022,1,Expired,-510,Over 8 yrs,2024-02
Van,65340,Poor,4,5,Petrol,15390,2023-11-26,2025-03-06,First,3,10.168726206513496,1,Expired,-381,3-5 yrs,2023-11
Suv,53009,Average,3,5,Electric,121964,2023-12-11,2025-07-11,Third,3,13.58450700651885,1,Expired,-254,3-5 yrs,2023-12
Suv,68709,Good,2,1,Petrol,52251,2023-04-28,2025-07-25,Second,0,17.914533473438865,0,Expired,-240,Under 1 yr,2023-04
Car,53966,Poor,5,7,Diesel,149813,2023-07-14,2024-07-05,Third,3,19.478619471487782,1,Expired,-625,5-8 yrs,2023-07
Van,51372,Poor,4,10,Electric,88988,2024-01-01,2026-03-27,First,2,18.425110345754995,1,Active,5,Over 8 yrs,2024-01
Car,42109,Average,3,7,Petrol,30952,2024-02-09,2024-11-16,Second,3,14.372099488128663,1,Expired,-491,5-8 yrs,2024-02
Van,69391,Good,1,2,Diesel,62269,2023-07-07,2025-10-08,First,1,12.085332004516868,1,Expired,-165,1-2 yrs,2023-07
Truck,72162,Average,4,3,Petrol,146178,2023-11-15,2024-11-01,Second,1,11.402027131551751,1,Expired,-506,2-3 yrs,2023-11
Motorcycle,75823,Good,2,8,Diesel,127053,2023-07-28,2024-06-02,First,3,15.902643902547496,1,Expired,-658,5-8 yrs,2023-07
Suv,47222,Average,5,1,Electric,82146,2023-09-09,2025-10-28,Second,2,13.962247280531866,1,Expired,-145,Under 1 yr,2023-09
Van,36607,Poor,4,6,Electric,105002,2023-04-18,2024-08-01,First,3,10.418099142518516,1,Expired,-598,5-8 yrs,2023-04
Van,44371,Good,4,6,Diesel,21987,2023-08-06,2024-10-17,Third,3,16.945331218257998,1,Expired,-521,5-8 yrs,2023-08
Van,55955,Good,4,2,Petrol,116124,2023-04-16,2024-12-20,Second,1,18.72503781317696,1,Expired,-457,1-2 yrs,2023-04
Van,38564,Poor,3,7,Electric,127128,2023-11-07,2024-10-03,Third,0,17.754589882204165,1,Expired,-535,5-8 yrs,2023-11
